SCREEN LINE,DIRECTION,NUMBER OF STATIONS,TOTAL VEHICLES,TOTAL PERSONS,TOTAL AUTO,TOTAL AUTO PERSONS,TOTAL LIGHT TRUCKS,TOTAL TRUCKS (EXCLUDING LIGHT TRUCKS),TOTAL TRANSIT,TOTAL TRANSIT PERSONS,TOTAL BUSES,TOTAL BUS PASSENGERS,TOTAL LOCAL BUSES,TOTAL LOCAL BUS PASSENGERS,TOTAL BICYCLES,TOTAL MOTORCYCLES,TOTAL SUBWAY PASSENGERS,TOTAL GO TRAIN PASSENGERS,TOTAL PEDESTRIANS
1071O Suburban North Boundary (Hwy 401 South) (Outbound),East/North/West,23,411926,547810,364184,429328,27697,15905,4566,118482,4140,46961,1768,32600,430,0,67096,4425,0
1072I Suburban East Boundary (Uxbridge Subdivision) (Inbound),West,9,96202,170817,85028,106580,6656,2838,1876,64237,1680,28610,1144,26602,199,0,16045,19582,0
1072O Suburban East Boundary (Uxbridge Subdivision) (Outbound),East,9,86993,150473,76701,95304,6076,2542,1870,55169,1674,23208,1167,21593,165,0,14453,17508,0
1081I Extended Core Cordon West (Inbound),East/South,19,125575,181687,111977,125226,7938,4388,1308,56461,1272,20141,554,14926,2353,0,0,36320,0
1081O Extended Core Cordon West (Outbound),North/West,20,124755,180859,110402,126356,7979,5116,1292,54503,1258,22077,542,14637,1914,0,0,32426,0
1082I Extended Core Cordon North (South of Dundas St) (Inbound),South,13,50384,186134,45534,51806,2935,1337,1062,134328,578,7740,267,5040,1373,0,126588,0,0
1082O Extended Core Cordon North (South of Dundas St) (Outbound),East/North,15,52123,172119,47297,51579,2834,1470,1006,120540,522,9080,285,7320,1483,0,111460,0,0
1083I Extended Core Cordon East (West of Jarvis) (Inbound),West,14,108226,160137,94823,110537,7155,4823,1455,49600,1425,25603,843,19952,1298,0,0,23997,0
1083O Extended Core Cordon East (West of Jarvis) (Outbound),East,14,121519,167932,106660,123758,7632,5879,1378,44174,1348,22981,756,17426,1676,0,0,21193,0
1084I Downtown Cordon West (University Ave: Front-Davenport) (Inbound),East,6,39367,61840,34310,38010,2670,1212,1175,23830,1175,23830,688,17080,1859,0,0,0,0
1084O Downtown Cordon West (University Ave: Front-Davenport) (Outbound),West,8,53542,81671,47363,53255,3246,1541,1392,28416,1392,28416,764,20581,1665,0,0,0,0
1085I Downtown Cordon East (Jarvis: Front-Bloor) (Inbound),West,9,49018,77997,43703,49990,2969,1094,1252,28007,1252,28007,937,25551,1224,0,0,0,0
1085O Downtown Cordon East (Jarvis: Front-Bloor) (Outbound),East,9,46099,72364,40663,47727,3002,1359,1075,24637,1075,24637,861,22502,1348,0,0,0,0
1799I Central Area Cordon (After 1986)  (Inbound),East/North/South/West,46,326483,757370,291623,340453,20476,10564,4830,416917,3820,72333,2730,62988,8835,0,284267,60317,0
1799O Central Area Cordon (After 1986)  (Outbound),East/North/South/West,46,310067,698712,274969,322077,19965,10932,5203,376635,4201,67149,2951,52169,6205,0,255867,53619,0
1800I Extended Core Cordon (Inbound),East/South/West,46,284185,527958,252334,287569,18028,10548,3825,240389,3275,53484,1664,39918,5024,0,126588,60317,0
1800O Extended Core Cordon (Outbound),East/North/West,49,298397,520910,264359,301693,18445,12465,3676,219217,3128,54138,1583,39383,5073,0,111460,53619,0
1801I Metro Boundary Cordon (Inbound),East/South/West,72,983084,1073086,848749,969817,63621,66144,4636,103269,4570,52218,701,5786,382,0,0,51051,0
1801O Metro Boundary Cordon (Outbound),East/North/West,72,928433,1012664,793838,911229,64998,65030,4630,101435,4567,56892,717,8782,389,0,0,44543,0
1802I Suburban Cordon-Humber River-Hwy 401-CN Uxbridge (Inbound),East/North/South/West,44,689105,1006075,611586,722502,45473,24718,8227,283573,7328,94017,3458,68145,979,0,130736,58820,0
1802O Suburban Cordon-Humber River-Hwy 401-CN Uxbridge (Outbound),East/North/South/West,44,651071,943183,574808,680138,44804,24179,8169,263045,7280,86089,3649,63398,951,0,125323,51633,0
1803I Railway Cordon-CNR-CPR-Don River (Inbound),East/North/South/West,41,332444,747765,294346,341882,22259,11280,5567,405883,4559,75273,3398,66268,5353,0,270293,60317,0
1803O Railway Cordon-CNR-CPR-Don River (Outbound),East/North/South/West,41,314717,692551,275278,322598,22800,11613,6027,369953,5026,74633,3724,61063,3812,0,241701,53619,0
1804I Downtown Cordon-University-Davenport-Jarvis-Front (Inbound),East/North/West,26,117665,232323,103567,117747,7832,3244,3086,114576,3022,60957,1849,45091,3558,0,0,53619,0
1804O Downtown Cordon-University-Davenport-Jarvis-Front (Outbound),East/South/West,27,115160,235426,101319,117170,7592,3351,2963,118256,2898,57943,1810,44823,3404,0,0,60313,0
1806I Downtown Core Cordon-University-Dundas-Jarvis-Front (Inbound),East/North/South/West,34,133196,370624,117091,132879,9076,3889,3688,237745,3140,57538,1778,40032,4001,0,126588,53619,0
1806O Downtown Core Cordon-University-Dundas-Jarvis-Front (Outbound),East/North/South/West,36,130123,357358,114556,129488,8664,3973,3479,227870,2930,56097,1740,42047,3756,0,111460,60313,0
1856I GO Rail (Inbound),East/North/South/West,30,0,229568,0,0,0,0,269,229568,0,0,0,0,0,0,0,229568,0
1856O GO Rail (Outbound),East/North/South/West,30,0,216137,0,0,0,0,263,216137,0,0,0,0,0,0,0,216137,0
