SCREEN LINE,DIRECTION,NUMBER OF STATIONS,TOTAL VEHICLES,TOTAL PERSONS,TOTAL AUTO,TOTAL AUTO PERSONS,TOTAL LIGHT TRUCKS,TOTAL TRUCKS (EXCLUDING LIGHT TRUCKS),TOTAL TRANSIT,TOTAL TRANSIT PERSONS,TOTAL BUSES,TOTAL BUS PASSENGERS,TOTAL LOCAL BUSES,TOTAL LOCAL BUS PASSENGERS,TOTAL BICYCLES,TOTAL MOTORCYCLES,TOTAL SUBWAY PASSENGERS,TOTAL GO TRAIN PASSENGERS,TOTAL PEDESTRIANS
1071O Suburban North Boundary (Hwy 401 South) (Outbound),North/West,21,81576,106555,70591,82313,7092,2933,1540,24242,960,14992,461,11406,0,0,9250,0,0
1072I Suburban East Boundary (Uxbridge Subdivision) (Inbound),West,9,28514,58328,24843,30756,2523,604,714,27572,544,14786,349,13885,0,0,5195,7591,0
1072O Suburban East Boundary (Uxbridge Subdivision) (Outbound),East,8,11573,19008,9527,10984,1122,422,648,8024,502,5434,343,4717,0,0,2448,142,0
1081I Extended Core Cordon West (Inbound),East/South,19,26739,49633,22998,28052,2433,1093,352,21581,215,5243,133,3925,0,0,0,16338,0
1081O Extended Core Cordon West (Outbound),North/West,17,21668,25067,18359,21458,2221,887,237,3609,201,3325,125,2702,0,0,0,284,0
1082I Extended Core Cordon North (South of Dundas St) (Inbound),South/West,14,9815,78182,8545,10425,863,262,949,67757,145,2735,79,2042,0,0,65022,0,0
1082O Extended Core Cordon North (South of Dundas St) (Outbound),East/North,15,7861,21851,6708,7962,738,281,890,13889,134,780,66,454,0,0,13109,0,0
1083I Extended Core Cordon East (West of Jarvis) (Inbound),West,14,26863,44928,23208,29100,2321,1066,350,15828,268,6112,172,5756,0,0,0,9716,0
1083O Extended Core Cordon East (West of Jarvis) (Outbound),East,12,13183,14755,10442,11928,1657,874,252,2827,210,2715,166,2623,0,0,0,112,0
1084I Downtown Cordon West (University Ave: Front-Davenport) (Inbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1084O Downtown Cordon West (University Ave: Front-Davenport) (Outbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1085I Downtown Cordon East (Jarvis: Front-Bloor) (Inbound),West,8,11700,19938,10321,14018,894,295,190,5920,190,5920,132,5677,0,0,0,0,0
1085O Downtown Cordon East (Jarvis: Front-Bloor) (Outbound),East,8,3990,5916,3151,3374,483,204,152,2542,152,2542,130,2493,0,0,0,0,0
1799I Central Area Cordon (After 1986)  (Inbound),East/North/South/West,47,89122,280250,77309,95407,8066,2920,2638,184843,827,20920,512,18575,0,0,137869,26054,0
1799O Central Area Cordon (After 1986)  (Outbound),East/North/South/West,41,46979,92134,38972,44570,5052,2275,2232,47564,680,6860,459,5474,0,0,40308,396,0
1800I Extended Core Cordon (Inbound),East/South/West,47,63417,172743,54751,67577,5617,2421,1651,105166,628,14090,384,11723,0,0,65022,26054,0
1800O Extended Core Cordon (Outbound),East/North/West,44,42712,61673,35509,41348,4616,2042,1379,20325,545,6820,357,5779,0,0,13109,396,0
1801I Metro Boundary Cordon (Inbound),East/South/West,59,180284,227941,158660,188822,12005,8507,1322,39119,1112,18703,179,1434,0,0,0,20416,0
1801O Metro Boundary Cordon (Outbound),East/North/West,54,129938,144454,109085,127917,11665,8127,1138,16537,1061,16115,165,3140,0,0,0,422,0
1802I Suburban Cordon-Humber River-Hwy 401-CN Uxbridge (Inbound),East/North/South/West,44,163904,296552,143788,174584,13217,5027,3242,121968,1872,38271,971,29951,0,0,57977,25720,0
1802O Suburban Cordon-Humber River-Hwy 401-CN Uxbridge (Outbound),East/North/South/West,39,121073,164332,104557,121803,10442,4336,2878,42529,1738,24121,971,18645,0,0,17982,426,0
1803I Railway Cordon-CNR-CPR-Don River (Inbound),East/North/South/West,48,98771,288550,84746,104473,9348,3458,2982,184077,1219,27969,884,25684,0,0,130054,26054,0
1803O Railway Cordon-CNR-CPR-Don River (Outbound),East/North/South/West,43,55671,100943,45447,53089,6466,2700,2580,47854,1058,12125,814,10794,0,0,35333,396,0
1804I Downtown Cordon-University-Davenport-Jarvis-Front (Inbound),North/West,15,11700,46146,10321,14018,894,295,409,32128,190,5920,132,5677,0,0,0,26208,0
1804O Downtown Cordon-University-Davenport-Jarvis-Front (Outbound),East/South,10,3990,6312,3151,3374,483,204,230,2938,152,2542,130,2493,0,0,0,396,0
1806I Downtown Core Cordon-University-Dundas-Jarvis-Front (Inbound),North/South/West,26,16903,119062,14687,19334,1409,486,1344,99728,321,8498,211,7719,0,0,65022,26208,0
1806O Downtown Core Cordon-University-Dundas-Jarvis-Front (Outbound),East/North/South,21,8337,24143,6723,7539,958,404,1086,16604,252,3099,196,2947,0,0,13109,396,0
1856I GO Rail (Inbound),East/North/South/West,36,0,113669,0,0,0,0,992,113669,0,0,0,0,0,0,0,113669,0
1856O GO Rail (Outbound),East/South/West,9,0,1779,0,0,0,0,353,1779,0,0,0,0,0,0,0,1779,0
