SCREEN LINE,DIRECTION,NUMBER OF STATIONS,TOTAL VEHICLES,TOTAL PERSONS,TOTAL AUTO,TOTAL AUTO PERSONS,TOTAL LIGHT TRUCKS,TOTAL TRUCKS (EXCLUDING LIGHT TRUCKS),TOTAL TRANSIT,TOTAL TRANSIT PERSONS,TOTAL BUSES,TOTAL BUS PASSENGERS,TOTAL LOCAL BUSES,TOTAL LOCAL BUS PASSENGERS,TOTAL BICYCLES,TOTAL MOTORCYCLES,TOTAL SUBWAY PASSENGERS,TOTAL GO TRAIN PASSENGERS,TOTAL PEDESTRIANS
1011I Taylor Creek-Victoria Park (Inbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1011O Taylor Creek-Victoria Park (Outbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1012I Railway Cordon North (North Toronto Subdivision) (Inbound),South,6,12638,40577,11736,13843,628,175,224,26734,99,865,39,365,258,0,25869,0,0
1012O Railway Cordon North (North Toronto Subdivision) (Outbound),North,6,19996,68253,18870,21599,849,197,195,46654,80,1279,39,906,327,0,45375,0,0
1014I Central Area Cordon West (Bathurst St) (After 1986) (Inbound),East,23,31931,61015,29044,31156,1481,936,532,29859,470,9602,203,4658,938,0,19358,899,0
1014O Central Area Cordon West (Bathurst St) (After 1986) (Outbound),West,23,45275,116441,41529,49750,2166,1155,506,66691,425,8012,227,6808,1723,0,30311,28368,0
1031I Railway Cordon West (Newmarket Subdivision) (Inbound),East,7,19703,24045,18007,18831,818,660,222,5214,218,4315,16,206,14,0,0,899,0
1031O Railway Cordon West (Newmarket Subdivision) (Outbound),West,7,24468,55878,22575,26845,1048,704,163,29033,141,665,18,56,1,0,0,28368,0
1035I Central Area Cordon East (Don River) (Inbound),North/South/West,17,31824,48750,28388,33073,1775,1290,435,15677,371,2711,236,2034,300,0,12358,608,0
1035O Central Area Cordon East (Don River) (Outbound),East/North/South,17,39918,97918,36081,43314,2227,1288,394,54604,322,5591,169,3750,376,0,30050,18963,0
1058I Central Area Cordon North (Inbound),South,6,12638,40577,11736,13843,628,175,224,26734,99,865,39,365,258,0,25869,0,0
1058O Central Area Cordon North (Outbound),North,6,19996,68253,18870,21599,849,197,195,46654,80,1279,39,906,327,0,45375,0,0
1059I Downtown Cordon North (Davenport Rd.) (Inbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1059O Downtown Cordon North (Davenport Rd.) (Outbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1061I Downtown Core Cordon North-Dundas St (Inbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1061O Downtown Core Cordon North-Dundas St (Outbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1062I Downtown Core Cordon South-Front St (Inbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1062O Downtown Core Cordon South-Front St (Outbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1065I Downtown Core Cordon West-University Ave (Inbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1065O Downtown Core Cordon West-University Ave (Outbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1066I Downtown Core Cordon East-Jarvis St (Inbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1066O Downtown Core Cordon East-Jarvis St (Outbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1070I Suburban West Boundary (Humber River) (Inbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1070O Suburban West Boundary (Humber River ) (Outbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1071I Suburban North Boundary (Hwy 401 South) (Inbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1071O Suburban North Boundary (Hwy 401 South) (Outbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1072I Suburban East Boundary (Uxbridge Subdivision) (Inbound),West,6,18934,29198,16858,20340,1210,421,445,8858,445,8858,309,7847,30,0,0,0,0
1072O Suburban East Boundary (Uxbridge Subdivision) (Outbound),East,6,28293,43428,25403,29614,1961,461,468,13814,468,13814,315,12336,29,0,0,0,0
1081I Extended Core Cordon West (Inbound),East,8,20478,24983,18727,19701,851,677,227,5282,223,4383,16,206,14,0,0,899,0
1081O Extended Core Cordon West (Outbound),West,8,26397,58093,24318,28997,1174,759,168,29096,146,728,18,56,1,0,0,28368,0
1082I Extended Core Cordon North (South of Dundas St) (Inbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1082O Extended Core Cordon North (South of Dundas St) (Outbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1083I Extended Core Cordon East (West of Jarvis) (Inbound),West,3,0,608,0,0,0,0,5,608,0,0,0,0,0,0,0,608,0
1083O Extended Core Cordon East (West of Jarvis) (Outbound),East,3,0,18963,0,0,0,0,16,18963,0,0,0,0,0,0,0,18963,0
1084I Downtown Cordon West (University Ave: Front-Davenport) (Inbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1084O Downtown Cordon West (University Ave: Front-Davenport) (Outbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1085I Downtown Cordon East (Jarvis: Front-Bloor) (Inbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1085O Downtown Cordon East (Jarvis: Front-Bloor) (Outbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1799I Central Area Cordon (After 1986)  (Inbound),East/North/South/West,46,76393,150342,69168,78072,3884,2401,1191,72270,940,13178,478,7057,1496,0,57585,1507,0
1799O Central Area Cordon (After 1986)  (Outbound),East/North/South/West,46,105189,282612,96480,114663,5242,2640,1095,167949,827,14882,435,11464,2426,0,105736,47331,0
1800I Extended Core Cordon (Inbound),East/West,11,20478,25591,18727,19701,851,677,232,5890,223,4383,16,206,14,0,0,1507,0
1800O Extended Core Cordon (Outbound),East/West,11,26397,77056,24318,28997,1174,759,184,48059,146,728,18,56,1,0,0,47331,0
1801I Metro Boundary Cordon (Inbound),East/South/West,73,270165,286713,233229,265261,20406,15105,1435,21452,1426,20134,221,3626,104,0,0,1318,0
1801O Metro Boundary Cordon (Outbound),East/North/West,73,329280,385069,284493,323594,26538,16681,1603,61475,1568,23756,286,3826,73,0,0,37719,0
1802I Suburban Cordon-Humber River-Hwy 401-CN Uxbridge (Inbound),West,6,18934,29198,16858,20340,1210,421,445,8858,445,8858,309,7847,30,0,0,0,0
1802O Suburban Cordon-Humber River-Hwy 401-CN Uxbridge (Outbound),East,6,28293,43428,25403,29614,1961,461,468,13814,468,13814,315,12336,29,0,0,0,0
1803I Railway Cordon-CNR-CPR-Don River (Inbound),East/North/South/West,30,64165,113372,58131,65747,3221,2125,881,47625,688,7891,291,2605,572,0,38227,1507,0
1803O Railway Cordon-CNR-CPR-Don River (Outbound),East/North/South/West,30,84382,222049,77526,91758,4124,2189,752,130291,543,7535,226,4712,704,0,75425,47331,0
1804I Downtown Cordon-University-Davenport-Jarvis-Front (Inbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1804O Downtown Cordon-University-Davenport-Jarvis-Front (Outbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1806I Downtown Core Cordon-University-Dundas-Jarvis-Front (Inbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1806O Downtown Core Cordon-University-Dundas-Jarvis-Front (Outbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1856I GO Rail (Inbound),East/South/West,14,0,2825,0,0,0,0,18,2825,0,0,0,0,0,0,0,2825,0
1856O GO Rail (Outbound),East/North/West,14,0,85050,0,0,0,0,73,85050,0,0,0,0,0,0,0,85050,0
