SCREEN LINE,DIRECTION,NUMBER OF STATIONS,TOTAL VEHICLES,TOTAL PERSONS,TOTAL AUTO,TOTAL AUTO PERSONS,TOTAL LIGHT TRUCKS,TOTAL TRUCKS (EXCLUDING LIGHT TRUCKS),TOTAL TRANSIT,TOTAL TRANSIT PERSONS,TOTAL BUSES,TOTAL BUS PASSENGERS,TOTAL LOCAL BUSES,TOTAL LOCAL BUS PASSENGERS,TOTAL BICYCLES,TOTAL MOTORCYCLES,TOTAL SUBWAY PASSENGERS,TOTAL GO TRAIN PASSENGERS,TOTAL PEDESTRIANS
1062I Downtown Core Cordon South-Front St (Inbound),North,7,0,37552,0,0,0,0,322,37552,0,0,0,0,0,0,0,37552,0
1062O Downtown Core Cordon South-Front St (Outbound),South,3,0,456,0,0,0,0,104,456,0,0,0,0,0,0,0,456,0
1065I Downtown Core Cordon West-University Ave (Inbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1065O Downtown Core Cordon West-University Ave (Outbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1066I Downtown Core Cordon East-Jarvis St (Inbound),West,8,10008,17602,8810,11622,742,282,174,5980,174,5980,122,5751,0,0,0,0,0
1066O Downtown Core Cordon East-Jarvis St (Outbound),East,8,3824,5517,3222,3486,317,158,127,2031,127,2031,101,1915,0,0,0,0,0
1070I Suburban West Boundary (Humber River) (Inbound),East/North/South,12,37576,85374,33711,40864,2571,953,871,44510,341,3986,178,2658,0,0,17953,22571,0
1070O Suburban West Boundary (Humber River ) (Outbound),North/South/West,11,26743,39070,23523,27706,2100,794,738,11364,326,4212,188,2603,0,0,6841,311,0
1071I Suburban North Boundary (Hwy 401 South) (Inbound),East/South,23,91770,143196,80277,97136,7504,2917,1686,46060,1072,14400,479,10080,0,0,28187,3473,0
1071O Suburban North Boundary (Hwy 401 South) (Outbound),North/West,21,78981,100121,69468,79815,5938,2613,1458,20306,962,12818,457,9065,0,0,7488,0,0
1072I Suburban East Boundary (Uxbridge Subdivision) (Inbound),West,9,26409,57059,22703,27829,2664,523,783,29230,519,11891,343,11131,0,0,6138,11201,0
1072O Suburban East Boundary (Uxbridge Subdivision) (Outbound),East,8,11300,17041,9135,10690,1316,390,667,6351,459,4125,319,3362,0,0,2024,202,0
1081I Extended Core Cordon West (Inbound),East/South,19,24872,54949,21584,26063,2087,910,481,28886,291,5767,172,4343,0,0,0,23119,0
1081O Extended Core Cordon West (Outbound),North/West,18,18880,23327,16049,18614,1901,688,294,4713,242,4402,133,2463,0,0,0,311,0
1082I Extended Core Cordon North (South of Dundas St) (Inbound),South/West,14,9663,64536,8533,10176,653,267,906,54360,210,2652,103,1540,0,0,51708,0,0
1082O Extended Core Cordon North (South of Dundas St) (Outbound),East/North,15,8459,27169,7092,8288,879,271,893,18881,217,2030,104,973,0,0,16851,0,0
1083I Extended Core Cordon East (West of Jarvis) (Inbound),West,14,22557,44677,19257,23914,2154,903,375,20763,243,6330,151,5817,0,0,0,14433,0
1083O Extended Core Cordon East (West of Jarvis) (Outbound),East,12,14148,16458,12305,14113,1050,621,224,2345,172,2204,101,1915,0,0,0,141,0
1084I Downtown Cordon West (University Ave: Front-Davenport) (Inbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1084O Downtown Cordon West (University Ave: Front-Davenport) (Outbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1085I Downtown Cordon East (Jarvis: Front-Bloor) (Inbound),West,8,10008,17602,8810,11622,742,282,174,5980,174,5980,122,5751,0,0,0,0,0
1085O Downtown Cordon East (Jarvis: Front-Bloor) (Outbound),East,8,3824,5517,3222,3486,317,158,127,2031,127,2031,101,1915,0,0,0,0,0
1799I Central Area Cordon (After 1986)  (Inbound),East/North/South/West,47,81544,268895,71870,90024,6430,2419,2461,178871,825,20376,471,17438,0,0,120943,37552,0
1799O Central Area Cordon (After 1986)  (Outbound),East/North/South/West,42,42068,82957,35733,40115,3905,1722,2096,42842,708,6525,406,3907,0,0,35865,452,0
1800I Extended Core Cordon (Inbound),East/South/West,47,57092,164162,49374,60153,4894,2080,1762,104009,744,14749,426,11700,0,0,51708,37552,0
1800O Extended Core Cordon (Outbound),East/North/West,45,41487,66954,35446,41015,3830,1580,1411,25939,631,8636,338,5351,0,0,16851,452,0
1801I Metro Boundary Cordon (Inbound),East/South/West,69,201638,263147,178197,212914,14358,7696,1709,50233,1387,18420,238,1176,0,0,0,31813,0
1801O Metro Boundary Cordon (Outbound),East/North/West,65,129759,140576,109658,127663,11478,7452,1275,12913,1171,12340,232,2624,0,0,0,573,0
1802I Suburban Cordon-Humber River-Hwy 401-CN Uxbridge (Inbound),East/North/South/West,44,155755,285629,136691,165829,12739,4393,3340,119800,1932,30277,1000,23869,0,0,52278,37245,0
1802O Suburban Cordon-Humber River-Hwy 401-CN Uxbridge (Outbound),East/North/South/West,40,117024,156232,102126,118211,9354,3797,2863,38021,1747,21155,964,15030,0,0,16353,513,0
1803I Railway Cordon-CNR-CPR-Don River (Inbound),East/North/South/West,48,90227,275990,78422,97678,7834,2766,2873,178312,1205,26483,794,23109,0,0,114277,37552,0
1803O Railway Cordon-CNR-CPR-Don River (Outbound),East/North/South/West,44,50416,98413,42034,48452,5233,2051,2486,49961,1098,12183,748,9396,0,0,37326,452,0
1804I Downtown Cordon-University-Davenport-Jarvis-Front (Inbound),North/West,15,10008,55154,8810,11622,742,282,496,43532,174,5980,122,5751,0,0,0,37552,0
1804O Downtown Cordon-University-Davenport-Jarvis-Front (Outbound),East/South,11,3824,5973,3222,3486,317,158,231,2487,127,2031,101,1915,0,0,0,456,0
1806I Downtown Core Cordon-University-Dundas-Jarvis-Front (Inbound),North/South/West,26,15100,114128,13144,16737,1142,464,1368,97391,350,8131,225,7291,0,0,51708,37552,0
1806O Downtown Core Cordon-University-Dundas-Jarvis-Front (Outbound),East/North/South,22,8644,28533,7198,8032,816,359,1051,20501,271,3194,205,2888,0,0,16851,456,0
1856I GO Rail (Inbound),East/North/South/West,36,0,168096,0,0,0,0,1506,168096,0,0,0,0,0,0,0,168096,0
1856O GO Rail (Outbound),East/South/West,13,0,2191,0,0,0,0,468,2191,0,0,0,0,0,0,0,2191,0
