SCREEN LINE,DIRECTION,NUMBER OF STATIONS,TOTAL VEHICLES,TOTAL PERSONS,TOTAL AUTO,TOTAL AUTO PERSONS,TOTAL LIGHT TRUCKS,TOTAL TRUCKS (EXCLUDING LIGHT TRUCKS),TOTAL TRANSIT,TOTAL TRANSIT PERSONS,TOTAL BUSES,TOTAL BUS PASSENGERS,TOTAL LOCAL BUSES,TOTAL LOCAL BUS PASSENGERS,TOTAL BICYCLES,TOTAL MOTORCYCLES,TOTAL SUBWAY PASSENGERS,TOTAL GO TRAIN PASSENGERS,TOTAL PEDESTRIANS
1006I CNR Bala Subdivision (Inbound),North/South/West,28,92785,181490,79783,96159,7755,4084,1631,85331,1163,28955,733,25417,0,0,44206,12170,0
1006O CNR Bala Subdivision (Outbound),East/North/South,26,63852,78948,54435,60733,4814,3561,1415,18215,1042,10329,701,7561,0,0,7811,75,0
1007I CNR Uxbridge Subdivision (Inbound),West,16,62276,100515,54751,66177,4585,2062,1096,34338,878,19179,504,17218,0,0,5756,9403,0
1007O CNR Uxbridge Subdivision (Outbound),East,15,33501,43084,28101,32268,2714,1932,945,10816,754,7899,464,5958,0,0,2789,128,0
1008I Eglinton Avenue-Humber River to CNR Uxbridge Subdivision (Inbound),South,38,75800,154258,66264,79206,6203,2171,1981,75052,1162,18876,776,17128,0,0,50130,6046,0
1008O Eglinton Avenue-Humber River to CNR Uxbridge Subdivision (Outbound),North,35,58523,100179,50395,58989,5250,1745,1851,41190,1133,19879,755,17310,0,0,21311,0,0
1009I Hwy 401 South (Inbound),East/South/West,48,170728,247485,147195,175510,14671,6906,2591,71975,1956,33923,881,23242,0,0,31616,6436,0
1009O Hwy 401 South (Outbound),East/North/West,48,153755,189820,132907,153604,13351,5718,2257,36216,1779,26846,830,18898,0,0,9370,0,0
1010I Hwy 401 North (Inbound),East/South/West,43,154769,223028,133008,155187,13216,6714,2466,67841,1831,30115,846,23735,0,0,31616,6110,0
1010O Hwy 401 North (Outbound),East/North/West,44,151361,179266,130318,146806,13677,5792,2052,32460,1574,23090,812,18090,0,0,9370,0,0
1011I Taylor Creek-Victoria Park (Inbound),South/West,11,34211,83892,30799,38135,2157,818,873,45757,437,8327,256,7254,0,0,27848,9582,0
1011O Taylor Creek-Victoria Park (Outbound),East/North,10,23324,36285,20727,24916,1598,566,866,11369,433,5941,281,4762,0,0,5305,123,0
1012I Railway Cordon North (North Toronto Subdivision) (Inbound),South,14,23660,87853,20210,24324,2433,637,1124,63529,380,8138,264,7514,0,0,55391,0,0
1012O Railway Cordon North (North Toronto Subdivision) (Outbound),North,14,13438,39697,10943,12816,1735,413,1041,26881,347,6020,255,5743,0,0,20861,0,0
1014I Central Area Cordon West (Bathurst St) (After 1986) (Inbound),East,24,33314,107159,28420,35610,3181,1307,909,71549,406,11149,266,9447,0,0,39530,20870,0
1014O Central Area Cordon West (Bathurst St) (After 1986) (Outbound),West,20,18614,32369,15199,17187,2065,1005,763,15182,345,2968,215,2113,0,0,11974,240,0
1031I Railway Cordon West (Newmarket Subdivision) (Inbound),East/North,17,33589,99361,28268,34985,3455,1344,1025,64376,522,11543,379,9884,0,0,31963,20870,0
1031O Railway Cordon West (Newmarket Subdivision) (Outbound),South/West,14,21199,33538,16948,19952,2653,1109,907,13586,489,4756,350,3923,0,0,8590,240,0
1035I Central Area Cordon East (Don River) (Inbound),North/South/West,16,37952,101828,31765,39382,4324,1514,817,62446,349,6070,226,5551,0,0,44206,12170,0
1035O Central Area Cordon East (Don River) (Outbound),East/North/South,14,18441,26578,14893,16578,2093,1136,692,10000,319,2114,214,1657,0,0,7811,75,0
1058I Central Area Cordon North (Inbound),South,6,15606,73271,13868,16568,1347,288,847,56703,103,1312,37,920,0,0,55391,0,0
1058O Central Area Cordon North (Outbound),North,6,7315,28467,6291,7201,751,187,780,21266,86,405,31,239,0,0,20861,0,0
1059I Downtown Cordon North (Davenport Rd.) (Inbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1059O Downtown Cordon North (Davenport Rd.) (Outbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1061I Downtown Core Cordon North-Dundas St (Inbound),South/West,10,5018,64864,4300,5101,423,183,832,59763,112,1576,64,1291,0,0,58187,0,0
1061O Downtown Core Cordon North-Dundas St (Outbound),East/North,10,4196,21421,3458,3938,398,236,804,17483,104,925,67,672,0,0,16558,0,0
1062I Downtown Core Cordon South-Front St (Inbound),North,7,0,33040,0,0,0,0,240,33040,0,0,0,0,0,0,0,33040,0
1062O Downtown Core Cordon South-Front St (Outbound),South,2,0,315,0,0,0,0,77,315,0,0,0,0,0,0,0,315,0
1065I Downtown Core Cordon West-University Ave (Inbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1065O Downtown Core Cordon West-University Ave (Outbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1066I Downtown Core Cordon East-Jarvis St (Inbound),West,8,11564,18384,10129,13298,906,359,170,5086,170,5086,124,4761,0,0,0,0,0
1066O Downtown Core Cordon East-Jarvis St (Outbound),East,8,4988,6693,4083,4309,490,280,135,2384,135,2384,107,2175,0,0,0,0,0
1070I Suburban West Boundary (Humber River) (Inbound),East/North/South,12,38622,86098,34543,41465,2701,1058,824,44633,320,4677,190,3476,0,0,20064,19892,0
1070O Suburban West Boundary (Humber River ) (Outbound),North/South/West,10,26562,38615,23319,27122,2023,921,705,11493,299,4012,185,2743,0,0,7241,240,0
1071I Suburban North Boundary (Hwy 401 South) (Inbound),East/South,23,90912,147685,78852,94602,8209,2816,1639,53083,1035,19055,481,13083,0,0,31616,2412,0
1071O Suburban North Boundary (Hwy 401 South) (Outbound),North/West,21,80410,105695,69829,81617,6568,3069,1422,24078,944,14708,450,10556,0,0,9370,0,0
1072I Suburban East Boundary (Uxbridge Subdivision) (Inbound),West,9,27578,57097,23596,28967,2907,543,750,28130,532,12971,343,12363,0,0,5756,9403,0
1072O Suburban East Boundary (Uxbridge Subdivision) (Outbound),East,8,11393,18478,9213,10692,1288,398,685,7786,494,4869,334,4287,0,0,2789,128,0
1081I Extended Core Cordon West (Inbound),East/South,18,26097,56782,22306,27087,2458,1068,414,29695,265,8825,146,7318,0,0,0,20870,0
1081O Extended Core Cordon West (Outbound),North/West,16,20389,24234,17194,20005,1999,948,282,4229,248,3989,134,3147,0,0,0,240,0
1082I Extended Core Cordon North (South of Dundas St) (Inbound),South/West,13,9572,69857,8497,10080,689,265,841,59777,121,1590,64,1291,0,0,58187,0,0
1082O Extended Core Cordon North (South of Dundas St) (Outbound),East/North,14,7763,25913,6589,7777,690,338,846,18136,146,1578,67,672,0,0,16558,0,0
1083I Extended Core Cordon East (West of Jarvis) (Inbound),West,14,24821,43571,21020,25901,2390,1168,333,17670,243,5500,145,4796,0,0,0,12170,0
1083O Extended Core Cordon East (West of Jarvis) (Outbound),East,12,14073,15115,11253,12453,1651,984,228,2662,185,2587,134,2279,0,0,0,75,0
1084I Downtown Cordon West (University Ave: Front-Davenport) (Inbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1084O Downtown Cordon West (University Ave: Front-Davenport) (Outbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1085I Downtown Cordon East (Jarvis: Front-Bloor) (Inbound),West,8,11564,18384,10129,13298,906,359,170,5086,170,5086,124,4761,0,0,0,0,0
1085O Downtown Cordon East (Jarvis: Front-Bloor) (Outbound),East,8,4988,6693,4083,4309,490,280,135,2384,135,2384,107,2175,0,0,0,0,0
1799I Central Area Cordon (After 1986)  (Inbound),East/North/South/West,46,86872,282258,74053,91560,8852,3109,2573,190698,858,18531,529,15918,0,0,139127,33040,0
1799O Central Area Cordon (After 1986)  (Outbound),East/North/South/West,40,44370,87414,36383,40966,4909,2328,2235,46448,750,5487,460,4009,0,0,40646,315,0
1800I Extended Core Cordon (Inbound),East/South/West,45,60490,170210,51823,63068,5537,2501,1588,107142,629,15915,355,13405,0,0,58187,33040,0
1800O Extended Core Cordon (Outbound),East/North/West,42,42225,65262,35036,40235,4340,2270,1356,25027,579,8154,335,6098,0,0,16558,315,0
1801I Metro Boundary Cordon (Inbound),East/South/West,66,199536,256919,176404,210189,13107,8655,1606,46730,1370,20439,214,2115,0,0,0,26291,0
1801O Metro Boundary Cordon (Outbound),East/North/West,61,131463,147196,112140,131500,10382,7814,1216,15696,1127,15233,211,4000,0,0,0,463,0
1802I Suburban Cordon-Humber River-Hwy 401-CN Uxbridge (Inbound),East/North/South/West,44,157112,290880,136991,165034,13817,4417,3213,125846,1887,36703,1014,28922,0,0,57436,31707,0
1802O Suburban Cordon-Humber River-Hwy 401-CN Uxbridge (Outbound),East/North/South/West,39,118365,162788,102361,119431,9879,4388,2812,43357,1737,23589,969,17586,0,0,19400,368,0
1803I Railway Cordon-CNR-CPR-Don River (Inbound),East/North/South/West,47,95201,289042,80243,98691,10212,3495,2966,190351,1251,25751,869,22949,0,0,131560,33040,0
1803O Railway Cordon-CNR-CPR-Don River (Outbound),East/North/South/West,42,53078,99813,42784,49346,6481,2658,2640,50467,1155,12890,819,11323,0,0,37262,315,0
1804I Downtown Cordon-University-Davenport-Jarvis-Front (Inbound),North/West,15,11564,51424,10129,13298,906,359,410,38126,170,5086,124,4761,0,0,0,33040,0
1804O Downtown Cordon-University-Davenport-Jarvis-Front (Outbound),East/South,10,4988,7008,4083,4309,490,280,212,2699,135,2384,107,2175,0,0,0,315,0
1806I Downtown Core Cordon-University-Dundas-Jarvis-Front (Inbound),North/South/West,25,16582,116288,14429,18399,1329,542,1242,97889,282,6662,188,6052,0,0,58187,33040,0
1806O Downtown Core Cordon-University-Dundas-Jarvis-Front (Outbound),East/North/South,20,9184,28429,7541,8247,888,516,1016,20182,239,3309,174,2847,0,0,16558,315,0
1856I GO Rail (Inbound),East/North/South/West,36,0,142501,0,0,0,0,1091,142501,0,0,0,0,0,0,0,142501,0
1856O GO Rail (Outbound),East/South/West,9,0,1584,0,0,0,0,363,1584,0,0,0,0,0,0,0,1584,0
