SCREEN LINE,DIRECTION,NUMBER OF STATIONS,TOTAL VEHICLES,TOTAL PERSONS,TOTAL AUTO,TOTAL AUTO PERSONS,TOTAL LIGHT TRUCKS,TOTAL TRUCKS (EXCLUDING LIGHT TRUCKS),TOTAL TRANSIT,TOTAL TRANSIT PERSONS,TOTAL BUSES,TOTAL BUS PASSENGERS,TOTAL LOCAL BUSES,TOTAL LOCAL BUS PASSENGERS,TOTAL BICYCLES,TOTAL MOTORCYCLES,TOTAL SUBWAY PASSENGERS,TOTAL GO TRAIN PASSENGERS,TOTAL PEDESTRIANS
1010O Hwy 401 North (Outbound),East/North/West,44,131207,152882,114946,133351,9688,5121,1453,19531,1452,19530,754,14948,0,0,1,0,0
1011I Taylor Creek-Victoria Park (Inbound),South/West,11,31399,75992,27739,34675,2451,788,812,41317,421,7758,263,6768,0,0,26170,7389,0
1011O Taylor Creek-Victoria Park (Outbound),East/North,10,20475,29007,17375,20010,2004,696,802,8997,400,4536,262,3953,0,0,4264,197,0
1012I Railway Cordon North (North Toronto Subdivision) (Inbound),South,14,23395,86111,20637,26184,1830,533,1199,59927,395,7613,270,7034,0,0,52314,0,0
1012O Railway Cordon North (North Toronto Subdivision) (Outbound),North,14,13053,39910,10891,13145,1341,467,1092,26765,354,5110,249,4664,0,0,21655,0,0
1013I Central Area Cordon West (Bathurst St) (Before 1986) (Inbound),East,16,32773,99071,28564,36090,2721,1103,809,62981,385,10456,279,9281,0,0,38094,14431,0
1013O Central Area Cordon West (Bathurst St) (Before 1986) (Outbound),West,13,18072,32549,14835,16704,1931,971,734,15845,335,3716,234,2978,0,0,11821,308,0
1031I Railway Cordon West (Newmarket Subdivision) (Inbound),East/North,16,33870,89941,29224,36418,2889,1283,910,53523,474,9427,369,8316,0,0,29665,14431,0
1031O Railway Cordon West (Newmarket Subdivision) (Outbound),South/West,13,21112,34161,17219,20099,2298,1143,845,14062,452,5464,369,4724,0,0,8290,308,0
1035I Central Area Cordon East (Don River) (Inbound),North/South/West,17,35566,90501,30729,39923,3246,1248,754,50578,343,7792,226,7200,0,0,34063,8723,0
1035O Central Area Cordon East (Don River) (Outbound),East/North/South,15,17728,27630,14585,16436,1741,1135,609,11194,267,2400,204,2103,0,0,8646,148,0
1058I Central Area Cordon North (Inbound),South,6,15000,70646,13711,17002,966,219,908,53644,104,1330,38,980,0,0,52314,0,0
1058O Central Area Cordon North (Outbound),North,6,6931,29450,6039,7051,581,224,825,22399,87,744,32,530,0,0,21655,0,0
1059I Downtown Cordon North (Davenport Rd.) (Inbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1059O Downtown Cordon North (Davenport Rd.) (Outbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1061I Downtown Core Cordon North-Dundas St (Inbound),South/West,11,4841,59853,4077,4895,433,174,986,54958,157,2271,100,1845,0,0,52687,0,0
1061O Downtown Core Cordon North-Dundas St (Outbound),East/North,11,4312,16599,3584,4146,423,190,911,12453,115,681,85,604,0,0,11772,0,0
1062I Downtown Core Cordon South-Front St (Inbound),North,7,0,23154,0,0,0,0,163,23154,0,0,0,0,0,0,0,23154,0
1062O Downtown Core Cordon South-Front St (Outbound),South,2,0,454,0,0,0,0,63,454,0,0,0,0,0,0,0,454,0
1065I Downtown Core Cordon West-University Ave (Inbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1065O Downtown Core Cordon West-University Ave (Outbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1066I Downtown Core Cordon East-Jarvis St (Inbound),West,8,11039,17495,9763,13324,806,299,171,4171,171,4171,135,4034,0,0,0,0,0
1066O Downtown Core Cordon East-Jarvis St (Outbound),East,8,3642,4985,2949,3169,384,170,139,1816,139,1816,123,1766,0,0,0,0,0
1070I Suburban West Boundary (Humber River) (Inbound),East/North/South,12,39419,82362,34862,42658,3092,1156,751,39704,309,4613,181,2975,0,0,20514,14577,0
1070O Suburban West Boundary (Humber River ) (Outbound),North/South/West,10,26363,36556,22708,26285,2380,1004,670,10271,271,3385,159,1848,0,0,6578,308,0
1071I Suburban North Boundary (Hwy 401 South) (Inbound),East/South,23,88819,146758,78843,94731,6380,2601,1735,52027,995,17311,461,13128,0,0,33433,1283,0
1071O Suburban North Boundary (Hwy 401 South) (Outbound),North/West,21,72022,97819,63565,74048,5173,2407,1497,23771,877,12473,441,9471,0,0,11298,0,0
1072I Suburban East Boundary (Uxbridge Subdivision) (Inbound),West,9,25643,49919,22692,28876,1960,524,582,21043,467,11100,324,10514,0,0,2921,7022,0
1072O Suburban East Boundary (Uxbridge Subdivision) (Outbound),East,8,10780,16854,8771,10217,1192,379,552,6637,438,4883,332,4423,0,0,1520,234,0
1081I Extended Core Cordon West (Inbound),East/South,18,28766,52073,25190,31287,2344,1023,309,20786,209,6355,141,5294,0,0,0,14431,0
1081O Extended Core Cordon West (Outbound),North/West,16,20383,23515,17254,19905,2030,906,220,3610,193,3302,120,2603,0,0,0,308,0
1082I Extended Core Cordon North (South of Dundas St) (Inbound),South/West,14,9079,64918,8006,9903,668,229,1005,55015,176,2328,100,1845,0,0,52687,0,0
1082O Extended Core Cordon North (South of Dundas St) (Outbound),East/North,15,7533,20175,6440,7575,680,261,948,12600,152,828,85,604,0,0,11772,0,0
1083I Extended Core Cordon East (West of Jarvis) (Inbound),West,14,20210,35405,17385,22226,1713,887,288,13179,225,4456,174,4109,0,0,0,8723,0
1083O Extended Core Cordon East (West of Jarvis) (Outbound),East,12,13697,14888,11140,12665,1442,928,223,2223,187,2075,155,1948,0,0,0,148,0
1084I Downtown Cordon West (University Ave: Front-Davenport) (Inbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1084O Downtown Cordon West (University Ave: Front-Davenport) (Outbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1085I Downtown Cordon East (Jarvis: Front-Bloor) (Inbound),West,8,11039,17495,9763,13324,806,299,171,4171,171,4171,135,4034,0,0,0,0,0
1085O Downtown Cordon East (Jarvis: Front-Bloor) (Outbound),East,8,3642,4985,2949,3169,384,170,139,1816,139,1816,123,1766,0,0,0,0,0
1798I Central Area Cordon (Pre-1986) Bathurst-CP-Don River (Inbound),East/North/South/West,39,83339,260218,73004,93015,6933,2570,2471,167203,832,19578,543,17461,0,0,124471,23154,0
1798O Central Area Cordon (Pre-1986) Bathurst-CP-Don River (Outbound),East/North/South/West,34,42731,89629,35459,40191,4253,2330,2168,49438,689,6860,470,5611,0,0,42122,456,0
1800I Extended Core Cordon (Inbound),East/South/West,46,58055,152396,50581,63416,4725,2139,1602,88980,610,13139,415,11248,0,0,52687,23154,0
1800O Extended Core Cordon (Outbound),East/North/West,43,41613,58578,34834,40145,4152,2095,1391,18433,532,6205,360,5155,0,0,11772,456,0
1801I Metro Boundary Cordon (Inbound),East/South/West,55,158111,204809,140541,170070,9757,6943,1021,34739,870,16242,129,980,0,0,0,18497,0
1801O Metro Boundary Cordon (Outbound),East/North/West,50,105421,118957,90523,107192,7760,6350,855,11765,788,11302,112,3262,0,0,0,463,0
1802I Suburban Cordon-Humber River-Hwy 401-CN Uxbridge (Inbound),East/North/South/West,44,153881,279039,136397,166265,11432,4281,3068,112774,1771,33024,966,26617,0,0,56868,22882,0
1802O Suburban Cordon-Humber River-Hwy 401-CN Uxbridge (Outbound),East/North/South/West,39,109165,151229,95044,110550,8745,3790,2719,40679,1586,20741,932,15742,0,0,19396,542,0
1803I Railway Cordon-CNR-CPR-Don River (Inbound),East/North/South/West,47,92831,266553,80590,102525,7965,3064,2863,164028,1212,24832,865,22550,0,0,116042,23154,0
1803O Railway Cordon-CNR-CPR-Don River (Outbound),East/North/South/West,42,51893,101701,42695,49680,5380,2745,2546,52021,1073,12974,822,11491,0,0,38591,456,0
1804I Downtown Cordon-University-Davenport-Jarvis-Front (Inbound),North/West,15,11039,40649,9763,13324,806,299,334,27325,171,4171,135,4034,0,0,0,23154,0
1804O Downtown Cordon-University-Davenport-Jarvis-Front (Outbound),East/South,10,3642,5439,2949,3169,384,170,202,2270,139,1816,123,1766,0,0,0,454,0
1806I Downtown Core Cordon-University-Dundas-Jarvis-Front (Inbound),North/South/West,26,15880,100502,13840,18219,1239,473,1320,82283,328,6442,235,5879,0,0,52687,23154,0
1806O Downtown Core Cordon-University-Dundas-Jarvis-Front (Outbound),East/North/South,21,7954,22038,6533,7315,807,360,1113,14723,254,2497,208,2370,0,0,11772,454,0
1856I GO Rail (Inbound),East/North/South/West,37,0,109106,0,0,0,0,779,109106,0,0,0,0,0,0,0,109106,0
1856O GO Rail (Outbound),East/South/West,10,0,2304,0,0,0,0,323,2304,0,0,0,0,0,0,0,2304,0
