SCREEN LINE,DIRECTION,NUMBER OF STATIONS,TOTAL VEHICLES,TOTAL PERSONS,TOTAL AUTO,TOTAL AUTO PERSONS,TOTAL LIGHT TRUCKS,TOTAL TRUCKS (EXCLUDING LIGHT TRUCKS),TOTAL TRANSIT,TOTAL TRANSIT PERSONS,TOTAL BUSES,TOTAL BUS PASSENGERS,TOTAL LOCAL BUSES,TOTAL LOCAL BUS PASSENGERS,TOTAL BICYCLES,TOTAL MOTORCYCLES,TOTAL SUBWAY PASSENGERS,TOTAL GO TRAIN PASSENGERS,TOTAL PEDESTRIANS
1084I Downtown Cordon West (University Ave: Front-Davenport) (Inbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1084O Downtown Cordon West (University Ave: Front-Davenport) (Outbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1085I Downtown Cordon East (Jarvis: Front-Bloor) (Inbound),West,8,8570,13179,7408,9008,738,228,196,4171,196,4171,152,3601,0,0,0,0,0
1085O Downtown Cordon East (Jarvis: Front-Bloor) (Outbound),East,8,12496,20944,11112,14878,923,272,189,6066,189,6066,159,5816,0,0,0,0,0
1798I Central Area Cordon (Pre-1986) Bathurst-CP-Don River (Inbound),East/North/South/West,34,72644,158599,62625,79064,6575,2477,2835,79535,967,14739,647,11674,0,0,64125,671,0
1798O Central Area Cordon (Pre-1986) Bathurst-CP-Don River (Outbound),East/North/South/West,39,104945,314224,92192,119938,8610,3139,2972,194286,1004,29636,623,24010,0,0,143704,20946,0
1800I Extended Core Cordon (Inbound),East/South/West,41,65246,108703,56673,71800,5640,2129,1790,36903,804,14800,458,9648,0,0,21432,671,0
1800O Extended Core Cordon (Outbound),East/North/West,48,81661,198701,71363,91748,6771,2719,1880,106953,808,20217,449,14326,0,0,65790,20946,0
1801I Metro Boundary Cordon (Inbound),East/South/West,50,145475,175369,126444,161333,9896,8242,976,14036,893,13339,121,1762,0,0,0,697,0
1801O Metro Boundary Cordon (Outbound),East/North/West,55,183810,234535,161711,201354,11796,9333,1135,33181,970,18084,114,1078,0,0,0,15097,0
1802I Suburban Cordon-Humber River-Hwy 401-CN Uxbridge (Inbound),East/North/South/West,39,155547,224655,137649,172073,11358,4671,3210,52582,1869,27586,1118,21482,0,0,24314,682,0
1802O Suburban Cordon-Humber River-Hwy 401-CN Uxbridge (Outbound),East/North/South/West,44,195244,329781,173466,214220,14473,5311,3411,115561,1994,38646,1099,30020,0,0,56894,20021,0
1803I Railway Cordon-CNR-CPR-Don River (Inbound),East/North/South/West,42,84486,169543,72153,92823,7953,2913,3341,76720,1467,21251,1057,17694,0,0,54798,671,0
1803O Railway Cordon-CNR-CPR-Don River (Outbound),East/North/South/West,47,116283,329312,101351,131924,9792,3613,3489,197388,1527,37410,1053,31377,0,0,139032,20946,0
1804I Downtown Cordon-University-Davenport-Jarvis-Front (Inbound),North/West,10,8570,13850,7408,9008,738,228,266,4842,196,4171,152,3601,0,0,0,671,0
1804O Downtown Cordon-University-Davenport-Jarvis-Front (Outbound),East/South,15,12496,40653,11112,14878,923,272,359,25775,189,6066,159,5816,0,0,0,19709,0
1806I Downtown Core Cordon-University-Dundas-Jarvis-Front (Inbound),North/South/West,21,17307,47813,15080,18405,1388,424,1401,29408,415,7305,267,5048,0,0,21432,671,0
1806O Downtown Core Cordon-University-Dundas-Jarvis-Front (Outbound),East/North/South,26,20912,119173,18602,24632,1522,432,1418,94541,356,9042,265,7874,0,0,65790,19709,0
1856I GO Rail (Inbound),East/North/West,10,0,3391,0,0,0,0,373,3391,0,0,0,0,0,0,0,3391,0
1856O GO Rail (Outbound),East/North/South/West,37,0,95206,0,0,0,0,861,95206,0,0,0,0,0,0,0,95206,0
