SCREEN LINE,DIRECTION,NUMBER OF STATIONS,TOTAL VEHICLES,TOTAL PERSONS,TOTAL AUTO,TOTAL AUTO PERSONS,TOTAL LIGHT TRUCKS,TOTAL TRUCKS (EXCLUDING LIGHT TRUCKS),TOTAL TRANSIT,TOTAL TRANSIT PERSONS,TOTAL BUSES,TOTAL BUS PASSENGERS,TOTAL LOCAL BUSES,TOTAL LOCAL BUS PASSENGERS,TOTAL BICYCLES,TOTAL MOTORCYCLES,TOTAL SUBWAY PASSENGERS,TOTAL GO TRAIN PASSENGERS,TOTAL PEDESTRIANS
23 South of Ravenshoe Rd/Uxbridge North Limit,North,6,502,516,463,516,38,1,0,0,0,0,0,0,0,0,0,0,0
23 South of Ravenshoe Rd/Uxbridge North Limit,South,6,616,647,582,647,34,0,0,0,0,0,0,0,0,0,0,0,0
25 South of Brock North Limit,North,3,604,476,412,472,66,120,6,4,6,4,0,0,0,0,0,0,0
25 South of Brock North Limit,South,3,728,572,491,570,86,144,7,2,7,2,0,0,0,0,0,0,0
26 East of Pickering West Limit (Lake Ontario to South of Hwy 401,East,1,0,420,0,0,0,0,0,420,0,0,0,0,0,0,0,420,0
26 East of Pickering West Limit (Lake Ontario to South of Hwy 401,West,1,0,14308,0,0,0,0,0,14308,0,0,0,0,0,0,0,14308,0
27 East of Pickering West Limit (Hwy 401 to Regional Hwy 2),East,2,19563,17522,15653,17495,2032,1809,69,23,69,23,9,5,0,0,0,0,4
27 East of Pickering West Limit (Hwy 401 to Regional Hwy 2),West,2,48542,46703,44032,46668,2745,1680,80,22,80,22,3,2,5,0,0,0,8
28 East of Pickering West Limit (North of Regional Hwy 2 to Taunton Rd),East,4,1482,1469,1299,1444,116,55,4,4,4,4,0,0,8,0,0,0,13
28 East of Pickering West Limit (North of Regional Hwy 2 to Taunton Rd),West,4,7979,8425,7636,8399,250,76,4,4,4,4,0,0,13,0,0,0,9
30 East of Uxbridge West Limit (North of Regional Hwy 47 to Uxbridge North Limit),East,9,834,578,507,574,223,100,0,0,0,0,0,0,4,0,0,0,0
30 East of Uxbridge West Limit (North of Regional Hwy 47 to Uxbridge North Limit),West,9,1541,1177,1033,1172,393,110,0,0,0,0,0,0,5,0,0,0,0
34 East of Whitby West Limit (Lake Ontario to South of Hwy 401),East,2,1112,1389,1002,1183,42,55,12,205,12,7,3,2,1,0,0,198,0
34 East of Whitby West Limit (Lake Ontario to South of Hwy 401),West,2,2698,9676,2414,2723,182,94,8,6953,8,6,1,1,0,0,0,6947,0
35 East of Whitby West Limit( Hwy 401 to Regional Hwy 2),East,2,12501,12044,10748,12020,979,735,35,19,35,19,2,2,4,0,0,0,1
35 East of Whitby West Limit( Hwy 401 to Regional Hwy 2),West,2,16155,15688,14535,15659,965,591,60,23,60,23,1,1,4,0,0,0,2
36 East of Whitby West Limit (North of Regional Hwy 2 to Taunton Rd),East,2,2404,2252,2060,2235,207,92,44,16,44,16,18,5,1,0,0,0,0
36 East of Whitby West Limit (North of Regional Hwy 2 to Taunton Rd),West,2,8391,8733,7866,8703,370,103,48,26,48,26,22,6,4,0,0,0,0
37 East of Whitby West Limit(North of Taunton Rd to North Limit),East,5,1671,1510,1312,1502,221,128,9,7,9,7,0,0,1,0,0,0,0
37 East of Whitby West Limit(North of Taunton Rd to North Limit),West,5,5938,5796,5262,5790,525,138,13,6,13,6,0,0,0,0,0,0,0
38 East of Scugog West Limit,East,11,951,910,773,900,92,73,10,7,10,7,1,1,3,0,0,0,0
38 East of Scugog West Limit,West,11,2072,2016,1774,2004,203,80,14,11,14,11,2,2,1,0,0,0,0
39 East of Brock West Limit (Uxbridge Boundary),East,7,328,274,245,274,54,29,0,0,0,0,0,0,0,0,0,0,0
39 East of Brock West Limit (Uxbridge Boundary),West,7,644,636,546,628,62,28,8,8,8,8,0,0,0,0,0,0,0
40 East of Brock West Limit( York Boundary),East,9,716,527,458,522,110,142,4,3,4,3,0,0,2,0,0,0,0
40 East of Brock West Limit( York Boundary),West,9,1435,1177,1019,1168,211,197,7,5,7,5,0,0,1,0,0,0,3
49 East of Clarington West Limit (Hwy 401 to Regional Hwy 2),East,9,9513,9122,8080,9085,832,539,51,14,51,14,8,3,11,0,0,0,12
49 East of Clarington West Limit (Hwy 401 to Regional Hwy 2),West,9,17300,16971,15569,16920,1101,564,46,15,46,15,9,1,20,0,0,0,16
50 East of Clarington West Limit (North of Regional Hwy 2 to Taunton Rd),East,3,1373,1307,1140,1288,136,73,18,12,18,12,1,1,6,0,0,0,1
50 East of Clarington West Limit (North of Regional Hwy 2 to Taunton Rd),West,3,2287,2113,1908,2095,263,98,13,10,13,10,0,0,5,0,0,0,3
51 East of Clarington West Limit (North of Taunton Rd to North Limit),East,5,508,388,343,385,104,58,0,0,0,0,0,0,3,0,0,0,0
51 East of Clarington West Limit (North of Taunton Rd to North Limit),West,5,1542,1344,1176,1336,294,64,0,0,0,0,0,0,8,0,0,0,0
52 West of Scugog Central (Reach Township/Cartwright Township Boundary),East,3,1479,1339,1170,1316,173,104,32,23,32,23,0,0,0,0,0,0,0
52 West of Scugog Central (Reach Township/Cartwright Township Boundary),West,3,3791,3702,3243,3687,405,115,28,13,28,13,0,0,0,0,0,0,2
53 West of Brock East Limit,East,25,895,733,649,727,122,109,14,5,14,5,0,0,1,0,0,0,0
53 West of Brock East Limit,West,25,1288,1158,1014,1148,148,114,8,6,8,6,0,0,4,0,0,0,0
56 West of Scugog East Limit,East,7,597,438,388,434,146,59,2,2,2,2,0,0,2,0,0,0,0
56 West of Scugog East Limit,West,7,998,736,675,727,231,83,5,5,5,5,0,0,4,0,0,0,0
57 West of Clarington East Limit (Lake Ontario to Taunton Rd),East,7,3403,3045,2619,3034,438,313,33,11,33,11,3,1,0,0,0,0,0
57 West of Clarington East Limit (Lake Ontario to Taunton Rd),West,7,4025,3499,3264,3492,433,303,24,5,24,5,3,1,1,0,0,0,1
58 West of Clarington East Limit (North of Taunton Rd to North Limit),East,2,329,240,210,239,100,18,0,0,0,0,0,0,1,0,0,0,0
58 West of Clarington East Limit (North of Taunton Rd to North Limit),West,2,120,78,65,74,27,24,0,0,0,0,0,0,4,0,0,0,0
62 West of Brook Rd (Taunton Rd to North Limit),East,9,4824,4167,3663,4130,705,406,35,17,35,17,11,2,15,0,0,0,5
62 West of Brook Rd (Taunton Rd to North Limit),West,9,10119,9509,8551,9475,1120,400,38,16,38,16,12,1,10,0,0,0,8
64 West of Durham West Limit (North of Taunton Rd to Regional Hwy 47),East,12,7490,7349,6429,7286,572,367,110,41,110,41,31,6,12,0,0,0,10
64 West of Durham West Limit (North of Taunton Rd to Regional Hwy 47),West,12,9029,9301,8129,9242,497,294,98,25,98,25,33,1,11,0,0,0,23
