SCREEN LINE,DIRECTION,NUMBER OF STATIONS,TOTAL VEHICLES,TOTAL PERSONS,TOTAL AUTO,TOTAL AUTO PERSONS,TOTAL LIGHT TRUCKS,TOTAL TRUCKS (EXCLUDING LIGHT TRUCKS),TOTAL TRANSIT,TOTAL TRANSIT PERSONS,TOTAL BUSES,TOTAL BUS PASSENGERS,TOTAL LOCAL BUSES,TOTAL LOCAL BUS PASSENGERS,TOTAL BICYCLES,TOTAL MOTORCYCLES,TOTAL SUBWAY PASSENGERS,TOTAL GO TRAIN PASSENGERS,TOTAL PEDESTRIANS
1061I Downtown Core Cordon North-Dundas St (Inbound),South/West,11,8994,39202,8139,10278,527,135,931,28924,193,1952,80,810,421,0,26972,0,0
1061O Downtown Core Cordon North-Dundas St (Outbound),East/North,11,8879,61844,8094,10618,502,137,866,51226,146,1550,79,978,524,0,49676,0,0
1062I Downtown Core Cordon South-Front St (Inbound),North,3,0,937,0,0,0,0,57,937,0,0,0,0,0,0,0,937,0
1062O Downtown Core Cordon South-Front St (Outbound),South,7,0,32755,0,0,0,0,270,32755,0,0,0,0,0,0,0,32755,0
1065I Downtown Core Cordon West-University Ave (Inbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1065O Downtown Core Cordon West-University Ave (Outbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1066I Downtown Core Cordon East-Jarvis St (Inbound),West,8,8643,11496,7908,9517,452,119,164,1979,164,1979,84,1403,347,0,0,0,0
1066O Downtown Core Cordon East-Jarvis St (Outbound),East,8,12550,18231,11534,15124,680,173,163,3107,163,3107,103,2261,535,0,0,0,0
1070I Suburban West Boundary (Humber River) (Inbound),East/North/South,11,37308,56443,34347,43333,1879,707,792,13110,375,5241,146,2202,181,0,7454,415,0
1070O Suburban West Boundary (Humber River ) (Outbound),North/South/West,12,47773,95775,43588,55239,2871,941,910,40536,373,5243,150,2463,174,0,17213,18080,0
1071I Suburban North Boundary (Hwy 401 South) (Inbound),East/South,21,105336,145422,94298,118500,7758,2227,1839,26922,1053,12793,439,9004,301,0,14129,0,0
1071O Suburban North Boundary (Hwy 401 South) (Outbound),North/West,23,118156,187266,105118,135303,9175,2711,1897,51963,1152,17480,436,11346,313,0,31724,2759,0
1072I Suburban East Boundary (Uxbridge Subdivision) (Inbound),West,8,21624,33741,18547,23970,2117,450,682,9771,510,6440,340,5689,106,0,2944,387,0
1072O Suburban East Boundary (Uxbridge Subdivision) (Outbound),East,9,32458,63513,28345,37201,3087,488,758,26312,538,11312,361,10308,133,0,5718,9282,0
1081I Extended Core Cordon West (Inbound),East/South,17,33612,48817,30629,41423,1908,727,381,7394,348,6842,146,3325,679,0,0,552,0
1081O Extended Core Cordon West (Outbound),North/West,20,38475,71591,34770,44760,2450,936,485,26831,319,7043,141,3290,827,0,0,19788,0
1082I Extended Core Cordon North (South of Dundas St) (Inbound),South/West,14,14656,46399,13371,17112,848,209,966,29287,228,2315,80,810,596,0,26972,0,0
1082O Extended Core Cordon North (South of Dundas St) (Outbound),East/North,15,16116,71571,14782,19118,865,223,966,52453,246,2777,79,978,840,0,49676,0,0
1083I Extended Core Cordon East (West of Jarvis) (Inbound),West,12,24232,31301,21784,27534,1473,696,303,3767,279,3386,118,1493,558,0,0,381,0
1083O Extended Core Cordon East (West of Jarvis) (Outbound),East,14,28526,50445,25838,33709,1789,646,357,16736,253,3758,137,2346,773,0,0,12978,0
1084I Downtown Cordon West (University Ave: Front-Davenport) (Inbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1084O Downtown Cordon West (University Ave: Front-Davenport) (Outbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1085I Downtown Cordon East (Jarvis: Front-Bloor) (Inbound),West,8,8643,11496,7908,9517,452,119,164,1979,164,1979,84,1403,347,0,0,0,0
1085O Downtown Cordon East (Jarvis: Front-Bloor) (Outbound),East,8,12550,18231,11534,15124,680,173,163,3107,163,3107,103,2261,535,0,0,0,0
1799I Central Area Cordon (After 1986)  (Inbound),East/North/South/West,43,78465,165940,71228,95131,4684,1745,2341,70809,808,11662,376,5940,3012,0,58214,933,0
1799O Central Area Cordon (After 1986)  (Outbound),East/North/South/West,46,104517,298066,94730,125367,6525,2421,2521,172699,841,16789,432,10712,4396,0,123144,32766,0
1800I Extended Core Cordon (Inbound),East/South/West,43,72500,126517,65784,86069,4229,1632,1650,40448,855,12543,344,5628,1833,0,26972,933,0
1800O Extended Core Cordon (Outbound),East/North/West,49,83117,193607,75390,97587,5104,1805,1808,96020,818,13578,357,6614,2440,0,49676,32766,0
1801I Metro Boundary Cordon (Inbound),East/South/West,68,193317,228761,169591,215489,13612,8748,1417,13272,1366,12472,233,1550,331,0,0,800,0
1801O Metro Boundary Cordon (Outbound),East/North/West,72,247426,313889,218133,269611,17915,9814,1818,44278,1564,18647,243,1699,314,0,0,25631,0
1802I Suburban Cordon-Humber River-Hwy 401-CN Uxbridge (Inbound),East/North/South/West,40,164268,235606,147192,185803,11754,3384,3313,49803,1938,24474,925,16895,588,0,24527,802,0
1802O Suburban Cordon-Humber River-Hwy 401-CN Uxbridge (Outbound),East/North/South/West,44,198387,346554,177051,227743,15133,4140,3565,118811,2063,34035,947,24117,620,0,54655,30121,0
1803I Railway Cordon-CNR-CPR-Don River (Inbound),East/North/South/West,44,89470,182716,80406,107459,5873,2005,2707,75257,1186,19585,696,13411,2434,0,54739,933,0
1803O Railway Cordon-CNR-CPR-Don River (Outbound),East/North/South/West,48,116943,310990,105170,138624,7773,2762,2912,172366,1238,25337,748,19218,3105,0,114263,32766,0
1804I Downtown Cordon-University-Davenport-Jarvis-Front (Inbound),North/West,11,8643,12433,7908,9517,452,119,221,2916,164,1979,84,1403,347,0,0,937,0
1804O Downtown Cordon-University-Davenport-Jarvis-Front (Outbound),East/South,15,12550,50986,11534,15124,680,173,433,35862,163,3107,103,2261,535,0,0,32755,0
1806I Downtown Core Cordon-University-Dundas-Jarvis-Front (Inbound),North/South/West,22,17637,51635,16047,19795,979,254,1152,31840,357,3931,164,2213,768,0,26972,937,0
1806O Downtown Core Cordon-University-Dundas-Jarvis-Front (Outbound),East/North/South,26,21429,112830,19628,25742,1182,310,1299,87088,309,4657,182,3239,1059,0,49676,32755,0
1856I GO Rail (Inbound),East/North/West,13,0,3879,0,0,0,0,240,3879,0,0,0,0,0,0,0,3879,0
1856O GO Rail (Outbound),East/North/South/West,36,0,141765,0,0,0,0,1220,141765,0,0,0,0,0,0,0,141765,0
