SCREEN LINE,DIRECTION,NUMBER OF STATIONS,TOTAL VEHICLES,TOTAL PERSONS,TOTAL AUTO,TOTAL AUTO PERSONS,TOTAL LIGHT TRUCKS,TOTAL TRUCKS (EXCLUDING LIGHT TRUCKS),TOTAL TRANSIT,TOTAL TRANSIT PERSONS,TOTAL BUSES,TOTAL BUS PASSENGERS,TOTAL LOCAL BUSES,TOTAL LOCAL BUS PASSENGERS,TOTAL BICYCLES,TOTAL MOTORCYCLES,TOTAL SUBWAY PASSENGERS,TOTAL GO TRAIN PASSENGERS,TOTAL PEDESTRIANS
1035I Central Area Cordon East (Don River) (Inbound),North/South/West,17,139888,266078,125797,155662,7846,4998,2638,110416,1247,17775,631,11900,0,0,73101,19540,0
1035O Central Area Cordon East (Don River) (Outbound),East/North/South,17,123919,231563,109554,135872,8158,4986,2635,95691,1221,16841,638,9557,0,0,61666,17184,0
1058I Central Area Cordon North (Inbound),South,6,59720,185779,55040,66577,3339,917,2884,119202,424,5733,149,1973,0,0,113469,0,0
1058O Central Area Cordon North (Outbound),North,6,61331,171168,57339,70124,2610,1025,2811,101044,357,5043,121,1511,0,0,96001,0,0
1059I Downtown Cordon North (Davenport Rd.) (Inbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1059O Downtown Cordon North (Davenport Rd.) (Outbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1061I Downtown Core Cordon North-Dundas St (Inbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1061O Downtown Core Cordon North-Dundas St (Outbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1062I Downtown Core Cordon South-Front St (Inbound),North,7,0,50373,0,0,0,0,458,50373,0,0,0,0,0,0,0,50373,0
1062O Downtown Core Cordon South-Front St (Outbound),South,7,0,44055,0,0,0,0,455,44055,0,0,0,0,0,0,0,44055,0
1065I Downtown Core Cordon West-University Ave (Inbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1065O Downtown Core Cordon West-University Ave (Outbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1066I Downtown Core Cordon East-Jarvis St (Inbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1066O Downtown Core Cordon East-Jarvis St (Outbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1070I Suburban West Boundary (Humber River) (Inbound),East/North/South,12,162292,268642,143758,177285,11367,5435,3112,91357,1732,26190,711,9119,0,0,35599,29568,0
1070O Suburban West Boundary (Humber River ) (Outbound),North/South/West,12,148126,243222,131469,160287,9819,5203,2991,82935,1635,26616,638,8667,0,0,30645,25674,0
1071I Suburban North Boundary (Hwy 401 South) (Inbound),East/South,23,415071,569849,366547,453621,28988,15769,6207,116228,3767,50953,1635,29657,0,0,61389,3886,0
1071O Suburban North Boundary (Hwy 401 South) (Outbound),North/West,23,412352,552077,363783,446772,28829,15987,6173,105305,3753,48349,1654,28842,0,0,53632,3324,0
1072I Suburban East Boundary (Uxbridge Subdivision) (Inbound),West,9,88299,152438,77956,99011,5927,2839,1759,53427,1577,26015,1072,24502,0,0,11448,15964,0
1072O Suburban East Boundary (Uxbridge Subdivision) (Outbound),East,9,84175,145506,73513,94751,6155,2928,1761,50755,1579,25719,1082,23899,0,0,11324,13712,0
1081I Extended Core Cordon West (Inbound),East,8,74795,122071,66527,81556,4464,3196,863,40515,608,9682,39,375,0,0,0,30833,0
1081O Extended Core Cordon West (Outbound),West,8,62877,102784,55688,69543,3712,3069,655,33241,408,6370,43,708,0,0,0,26871,0
1082I Extended Core Cordon North (South of Dundas St) (Inbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1082O Extended Core Cordon North (South of Dundas St) (Outbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1083I Extended Core Cordon East (West of Jarvis) (Inbound),West,3,0,19540,0,0,0,0,203,19540,0,0,0,0,0,0,0,19540,0
1083O Extended Core Cordon East (West of Jarvis) (Outbound),East,3,0,17184,0,0,0,0,208,17184,0,0,0,0,0,0,0,17184,0
1084I Downtown Cordon West (University Ave: Front-Davenport) (Inbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1084O Downtown Cordon West (University Ave: Front-Davenport) (Outbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1085I Downtown Cordon East (Jarvis: Front-Bloor) (Inbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1085O Downtown Cordon East (Jarvis: Front-Bloor) (Outbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1799I Central Area Cordon (After 1986)  (Inbound),East/North/South/West,47,337877,734263,304118,374381,19578,10964,8535,359882,3217,54730,1367,29273,0,0,254779,50373,0
1799O Central Area Cordon (After 1986)  (Outbound),East/North/South/West,46,305509,654788,273525,338252,18274,10762,8293,316536,2948,46115,1336,24347,0,0,226366,44055,0
1800I Extended Core Cordon (Inbound),East/West,11,74795,141611,66527,81556,4464,3196,1066,60055,608,9682,39,375,0,0,0,50373,0
1800O Extended Core Cordon (Outbound),East/West,11,62877,119968,55688,69543,3712,3069,863,50425,408,6370,43,708,0,0,0,44055,0
1801I Metro Boundary Cordon (Inbound),East/South/West,70,940378,1076520,815342,974998,57215,62810,5473,101522,5011,59684,792,5322,0,0,0,41838,0
1801O Metro Boundary Cordon (Outbound),East/North/West,70,893691,1022024,768623,922961,58128,62148,5236,99063,4792,62874,823,8426,0,0,0,36189,0
1802I Suburban Cordon-Humber River-Hwy 401-CN Uxbridge (Inbound),East/North/South/West,44,665662,990929,588261,729917,46282,24043,11078,261012,7076,103158,3418,63278,0,0,108436,49418,0
1802O Suburban Cordon-Humber River-Hwy 401-CN Uxbridge (Outbound),East/North/South/West,44,644653,940805,568765,701810,44803,24118,10925,238995,6967,100684,3374,61408,0,0,95601,42710,0
1803I Railway Cordon-CNR-CPR-Don River (Inbound),East/North/South/West,30,270680,568981,243887,299532,15502,9044,6353,269449,2247,32506,819,14248,0,0,186570,50373,0
1803O Railway Cordon-CNR-CPR-Don River (Outbound),East/North/South/West,30,243479,499657,218481,270461,14143,8933,6037,229196,1922,27474,801,11774,0,0,157667,44055,0
1804I Downtown Cordon-University-Davenport-Jarvis-Front (Inbound),North,7,0,50373,0,0,0,0,458,50373,0,0,0,0,0,0,0,50373,0
1804O Downtown Cordon-University-Davenport-Jarvis-Front (Outbound),South,7,0,44055,0,0,0,0,455,44055,0,0,0,0,0,0,0,44055,0
1806I Downtown Core Cordon-University-Dundas-Jarvis-Front (Inbound),North,7,0,50373,0,0,0,0,458,50373,0,0,0,0,0,0,0,50373,0
1806O Downtown Core Cordon-University-Dundas-Jarvis-Front (Outbound),South,7,0,44055,0,0,0,0,455,44055,0,0,0,0,0,0,0,44055,0
1856I GO Rail (Inbound),East/North/South/West,29,0,193447,0,0,0,0,1859,193447,0,0,0,0,0,0,0,193447,0
1856O GO Rail (Outbound),East/North/South/West,29,0,168287,0,0,0,0,1815,168287,0,0,0,0,0,0,0,168287,0
