SCREEN LINE,DIRECTION,NUMBER OF STATIONS,TOTAL VEHICLES,TOTAL PERSONS,TOTAL AUTO,TOTAL AUTO PERSONS,TOTAL LIGHT TRUCKS,TOTAL TRUCKS (EXCLUDING LIGHT TRUCKS),TOTAL TRANSIT,TOTAL TRANSIT PERSONS,TOTAL BUSES,TOTAL BUS PASSENGERS,TOTAL LOCAL BUSES,TOTAL LOCAL BUS PASSENGERS,TOTAL BICYCLES,TOTAL MOTORCYCLES,TOTAL SUBWAY PASSENGERS,TOTAL GO TRAIN PASSENGERS,TOTAL PEDESTRIANS
1071I Suburban North Boundary (Hwy 401 South) (Inbound),East/South,23,366522,513706,317329,392478,29745,15580,6738,121228,3868,54529,1901,38283,0,0,65416,1283,0
1071O Suburban North Boundary (Hwy 401 South) (Outbound),North/West,23,366676,506220,316424,388963,30443,16052,6604,117257,3757,53401,1834,38449,0,0,62681,1175,0
1072I Suburban East Boundary (Uxbridge Subdivision) (Inbound),West,9,82258,131603,69509,89188,8007,3027,2161,42415,1715,26754,1236,24685,0,0,7162,8499,0
1072O Suburban East Boundary (Uxbridge Subdivision) (Outbound),East,9,79308,125414,65602,83863,8992,3074,2093,41551,1640,25997,1182,23872,0,0,7303,8251,0
1081I Extended Core Cordon West (Inbound),East/South,18,122705,173683,103459,131868,12314,5832,1263,41815,1100,25451,545,15379,0,0,0,16364,0
1081O Extended Core Cordon West (Outbound),North/West,19,115912,162569,96884,120617,11974,5891,1348,41952,1163,26593,523,14420,0,0,0,15359,0
1082I Extended Core Cordon North (South of Dundas St) (Inbound),South/West,14,55537,186401,48596,61972,4570,1580,3874,124429,791,10730,347,5474,0,0,113699,0,0
1082O Extended Core Cordon North (South of Dundas St) (Outbound),East/North,15,53701,180352,46433,57752,4771,1752,3809,122600,745,7814,339,4804,0,0,114786,0,0
1083I Extended Core Cordon East (West of Jarvis) (Inbound),West,14,81347,112525,67828,85673,8153,4440,1072,26852,926,16693,637,12890,0,0,0,10159,0
1083O Extended Core Cordon East (West of Jarvis) (Outbound),East,14,84580,108581,68914,83967,9143,5611,1050,24614,912,15103,644,12535,0,0,0,9511,0
1084I Downtown Cordon West (University Ave: Front-Davenport) (Inbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1084O Downtown Cordon West (University Ave: Front-Davenport) (Outbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1085I Downtown Cordon East (Jarvis: Front-Bloor) (Inbound),West,8,41512,58826,35387,44898,3928,1557,640,13928,640,13928,488,12257,0,0,0,0,0
1085O Downtown Cordon East (Jarvis: Front-Bloor) (Outbound),East,8,32478,46672,27387,33722,3208,1281,602,12950,602,12950,504,12022,0,0,0,0,0
1798I Central Area Cordon (Pre-1986) Bathurst-CP-Don River (Inbound),East/North/South/West,39,319021,731952,270664,344315,30884,14056,9834,387637,3417,62106,2144,47734,0,0,299008,26523,0
1798O Central Area Cordon (Pre-1986) Bathurst-CP-Don River (Outbound),East/North/South/West,39,296858,682988,248808,311183,29931,14673,9899,371805,3446,61581,2114,46071,0,0,285354,24870,0
1800I Extended Core Cordon (Inbound),East/South/West,46,259589,472609,219883,279513,25037,11852,6209,193096,2817,52874,1529,33743,0,0,113699,26523,0
1800O Extended Core Cordon (Outbound),East/North/West,48,254193,451502,212231,262336,25888,13254,6207,189166,2820,49510,1506,31759,0,0,114786,24870,0
1801I Metro Boundary Cordon (Inbound),East/South/West,55,554951,658324,588473,41468,39859,3437,69851,3139,48748,429,3624,0,0,0,21103,0,0
1801O Metro Boundary Cordon (Outbound),East/North/West,55,538639,630565,452859,560733,41679,40895,3533,69832,3206,49719,378,5383,0,0,0,20113,0
1802I Suburban Cordon-Humber River-Hwy 401-CN Uxbridge (Inbound),East/North/South/West,44,594997,874351,512224,638501,50750,25208,11699,235850,6815,97245,3851,71347,0,0,112759,25846,0
1802O Suburban Cordon-Humber River-Hwy 401-CN Uxbridge (Outbound),East/North/South/West,44,583698,844303,499878,613773,51923,25287,11489,230530,6610,95117,3694,70207,0,0,111031,24382,0
1803I Railway Cordon-CNR-CPR-Don River (Inbound),East/North/South/West,47,362056,766116,303716,389618,36555,16748,11454,376498,5037,81466,3508,65874,0,0,268509,26523,0
1803O Railway Cordon-CNR-CPR-Don River (Outbound),East/North/South/West,47,333436,727289,276710,348638,34658,17074,11447,378651,4994,84886,3473,68321,0,0,268895,24870,0
1804I Downtown Cordon-University-Davenport-Jarvis-Front (Inbound),North/West,15,41512,85349,35387,44898,3928,1557,949,40451,640,13928,488,12257,0,0,0,26523,0
1804O Downtown Cordon-University-Davenport-Jarvis-Front (Outbound),East/South,15,32478,70303,27387,33722,3208,1281,915,36581,602,12950,504,12022,0,0,0,23631,0
1806I Downtown Core Cordon-University-Dundas-Jarvis-Front (Inbound),North/South/West,26,73639,242729,62750,78910,6873,2668,4740,163819,1348,23597,835,17731,0,0,113699,26523,0
1806O Downtown Core Cordon-University-Dundas-Jarvis-Front (Outbound),East/North/South,26,62639,223654,52958,65551,6066,2458,4534,158103,1157,19686,843,16826,0,0,114786,23631,0
1856I GO Rail (Inbound),East/North/South/West,37,0,124359,0,0,0,0,1512,124359,0,0,0,0,0,0,0,124359,0
1856O GO Rail (Outbound),East/North/South/West,37,0,117201,0,0,0,0,1611,117201,0,0,0,0,0,0,0,117201,0
