SCREEN LINE,DIRECTION,NUMBER OF STATIONS,TOTAL VEHICLES,TOTAL PERSONS,TOTAL AUTO,TOTAL AUTO PERSONS,TOTAL LIGHT TRUCKS,TOTAL TRUCKS (EXCLUDING LIGHT TRUCKS),TOTAL TRANSIT,TOTAL TRANSIT PERSONS,TOTAL BUSES,TOTAL BUS PASSENGERS,TOTAL LOCAL BUSES,TOTAL LOCAL BUS PASSENGERS,TOTAL BICYCLES,TOTAL MOTORCYCLES,TOTAL SUBWAY PASSENGERS,TOTAL GO TRAIN PASSENGERS,TOTAL PEDESTRIANS
1071I Suburban North Boundary (Hwy 401 South) (Inbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1071O Suburban North Boundary (Hwy 401 South) (Outbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1072I Suburban East Boundary (Uxbridge Subdivision) (Inbound),West,6,24649,40438,21403,25258,2201,514,531,15180,531,15180,340,13607,26,0,0,0,0
1072O Suburban East Boundary (Uxbridge Subdivision) (Outbound),East,6,11124,16630,9485,10564,785,358,496,6066,496,6066,336,5152,13,0,0,0,0
1081I Extended Core Cordon West (Inbound),East,8,24717,58667,22181,23925,1429,1002,132,34742,105,518,22,22,1,0,0,34224,0
1081O Extended Core Cordon West (Outbound),West,8,17755,20010,16405,18399,500,737,117,1611,113,984,20,309,3,0,0,627,0
1082I Extended Core Cordon North (South of Dundas St) (Inbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1082O Extended Core Cordon North (South of Dundas St) (Outbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1083I Extended Core Cordon East (West of Jarvis) (Inbound),West,3,0,21514,0,0,0,0,18,21514,0,0,0,0,0,0,0,21514,0
1083O Extended Core Cordon East (West of Jarvis) (Outbound),East,3,0,242,0,0,0,0,6,242,0,0,0,0,0,0,0,242,0
1084I Downtown Cordon West (University Ave: Front-Davenport) (Inbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1084O Downtown Cordon West (University Ave: Front-Davenport) (Outbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1085I Downtown Cordon East (Jarvis: Front-Bloor) (Inbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1085O Downtown Cordon East (Jarvis: Front-Bloor) (Outbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1799I Central Area Cordon (After 1986)  (Inbound),East/North/South/West,46,94612,289000,85033,96175,5737,2989,1117,192825,853,14732,547,13260,2188,0,122355,55738,0
1799O Central Area Cordon (After 1986)  (Outbound),East/North/South/West,46,53394,97184,47164,51824,2951,2481,1013,45360,798,4654,501,2708,316,0,39837,869,0
1800I Extended Core Cordon (Inbound),East/West,11,24717,80181,22181,23925,1429,1002,150,56256,105,518,22,22,1,0,0,55738,0
1800O Extended Core Cordon (Outbound),East/West,11,17755,20252,16405,18399,500,737,123,1853,113,984,20,309,3,0,0,869,0
1801I Metro Boundary Cordon (Inbound),East/South/West,73,298231,354791,258194,282335,24496,14004,1582,72456,1537,22746,242,3085,124,0,0,49710,0
1801O Metro Boundary Cordon (Outbound),East/North/West,73,211824,213498,176893,195033,19917,13693,1332,18465,1323,17692,290,5321,106,0,0,773,0
1802I Suburban Cordon-Humber River-Hwy 401-CN Uxbridge (Inbound),West,6,24649,40438,21403,25258,2201,514,531,15180,531,15180,340,13607,26,0,0,0,0
1802O Suburban Cordon-Humber River-Hwy 401-CN Uxbridge (Outbound),East,6,11124,16630,9485,10564,785,358,496,6066,496,6066,336,5152,13,0,0,0,0
1803I Railway Cordon-CNR-CPR-Don River (Inbound),East/North/South/West,30,78906,230982,70867,79559,4832,2632,789,151423,575,7497,324,6256,1031,0,88188,55738,0
1803O Railway Cordon-CNR-CPR-Don River (Outbound),East/North/South/West,30,46858,78285,41617,46202,2515,2197,687,32083,529,2932,298,1415,155,0,28282,869,0
1804I Downtown Cordon-University-Davenport-Jarvis-Front (Inbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1804O Downtown Cordon-University-Davenport-Jarvis-Front (Outbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1806I Downtown Core Cordon-University-Dundas-Jarvis-Front (Inbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1806O Downtown Core Cordon-University-Dundas-Jarvis-Front (Outbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1856I GO Rail (Inbound),East/South/West,14,0,105448,0,0,0,0,90,105448,0,0,0,0,0,0,0,105448,0
1856O GO Rail (Outbound),East/North/West,14,0,1642,0,0,0,0,19,1642,0,0,0,0,0,0,0,1642,0
