SCREEN LINE,DIRECTION,NUMBER OF STATIONS,TOTAL VEHICLES,TOTAL PERSONS,TOTAL AUTO,TOTAL AUTO PERSONS,TOTAL LIGHT TRUCKS,TOTAL TRUCKS (EXCLUDING LIGHT TRUCKS),TOTAL TRANSIT,TOTAL TRANSIT PERSONS,TOTAL BUSES,TOTAL BUS PASSENGERS,TOTAL LOCAL BUSES,TOTAL LOCAL BUS PASSENGERS,TOTAL BICYCLES,TOTAL MOTORCYCLES,TOTAL SUBWAY PASSENGERS,TOTAL GO TRAIN PASSENGERS,TOTAL PEDESTRIANS
1070I Suburban West Boundary (Humber River) (Inbound),East/North/South,10,39009,59493,35192,44431,2458,1039,796,15062,320,5555,183,3817,0,0,9058,449,0
1070O Suburban West Boundary (Humber River ) (Outbound),North/South/West,12,48154,97299,43304,54520,3116,1373,967,42779,361,5947,188,4039,0,0,20306,16526,0
1071I Suburban North Boundary (Hwy 401 South) (Inbound),East/South,21,106057,145138,94408,115333,7618,2914,1791,29805,1117,16941,510,11721,0,0,12864,0,0
1071O Suburban North Boundary (Hwy 401 South) (Outbound),North/West,23,124941,194918,111098,136563,9076,3576,1839,58355,1191,22967,514,14696,0,0,32939,2449,0
1072I Suburban East Boundary (Uxbridge Subdivision) (Inbound),West,8,20671,32940,17376,22162,2132,623,748,10778,540,7042,392,6525,0,0,3321,415,0
1072O Suburban East Boundary (Uxbridge Subdivision) (Outbound),East,9,31708,61434,27871,35739,2678,617,780,25695,542,13296,378,12588,0,0,5399,7000,0
1081I Extended Core Cordon West (Inbound),East/South,15,31370,40675,27274,33288,2673,1076,374,7387,347,6923,146,4656,0,0,0,464,0
1081O Extended Core Cordon West (Outbound),North/West,19,40136,75943,34547,47417,3846,1366,521,28526,377,9806,143,6396,0,0,0,18720,0
1082I Extended Core Cordon North (South of Dundas St) (Inbound),South/West,13,13827,51288,12272,15228,1076,293,1014,36060,186,2273,55,845,0,0,33787,0,0
1082O Extended Core Cordon North (South of Dundas St) (Outbound),East/North,14,15602,82858,14044,17484,1061,306,1027,65374,191,2818,46,1501,0,0,62556,0,0
1083I Extended Core Cordon East (West of Jarvis) (Inbound),West,12,21607,29027,18261,22324,1919,1102,353,6703,325,6286,189,4696,0,0,0,417,0
1083O Extended Core Cordon East (West of Jarvis) (Outbound),East,14,26303,45363,22573,28530,2316,1144,347,16833,270,7623,184,6841,0,0,0,9210,0
1084I Downtown Cordon West (University Ave: Front-Davenport) (Inbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1084O Downtown Cordon West (University Ave: Front-Davenport) (Outbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1085I Downtown Cordon East (Jarvis: Front-Bloor) (Inbound),West,8,9405,15396,8181,9682,706,269,249,5714,249,5714,158,4560,0,0,0,0,0
1085O Downtown Cordon East (Jarvis: Front-Bloor) (Outbound),East,8,14145,23514,12452,16245,1077,398,218,7269,218,7269,156,6789,0,0,0,0,0
1799I Central Area Cordon (After 1986)  (Inbound),East/North/South/West,41,76113,154904,65547,81630,6895,2641,2787,73274,1030,15282,587,11579,0,0,57111,881,0
1799O Central Area Cordon (After 1986)  (Outbound),East/North/South/West,45,110833,332756,96256,128714,10481,3044,2953,204042,1052,27281,583,22108,0,0,148831,27930,0
1800I Extended Core Cordon (Inbound),East/South/West,40,66804,120990,57807,70840,5668,2471,1741,50150,858,15482,390,10197,0,0,33787,881,0
1800O Extended Core Cordon (Outbound),East/North/West,47,82041,204164,71164,93431,7223,2816,1895,110733,838,20247,373,14738,0,0,62556,27930,0
1801I Metro Boundary Cordon (Inbound),East/South/West,61,187968,222660,163542,204935,12951,10093,1451,17725,1382,16824,213,2632,0,0,0,901,0
1801O Metro Boundary Cordon (Outbound),East/North/West,66,231651,296943,203536,250096,15612,10991,1710,46847,1512,25351,231,2451,0,0,0,21496,0
1802I Suburban Cordon-Humber River-Hwy 401-CN Uxbridge (Inbound),East/North/South/West,39,165737,237571,146976,181926,12208,4576,3335,55645,1977,29538,1085,22063,0,0,25243,864,0
1802O Suburban Cordon-Humber River-Hwy 401-CN Uxbridge (Outbound),East/North/South/West,44,204803,353651,182273,226822,14870,5566,3586,126829,2094,42210,1080,31323,0,0,58644,25975,0
1803I Railway Cordon-CNR-CPR-Don River (Inbound),East/North/South/West,42,87772,172974,74592,94119,8691,3014,3238,78855,1475,23304,972,19210,0,0,54670,881,0
1803O Railway Cordon-CNR-CPR-Don River (Outbound),East/North/South/West,47,123264,332358,106193,142439,12083,3495,3358,189919,1493,36481,968,30935,0,0,125508,27930,0
1804I Downtown Cordon-University-Davenport-Jarvis-Front (Inbound),North/West,10,9405,16277,8181,9682,706,269,304,6595,249,5714,158,4560,0,0,0,881,0
1804O Downtown Cordon-University-Davenport-Jarvis-Front (Outbound),East/South,15,14145,50109,12452,16245,1077,398,431,33864,218,7269,156,6789,0,0,0,26595,0
1806I Downtown Core Cordon-University-Dundas-Jarvis-Front (Inbound),North/South/West,20,18374,61965,16052,19424,1431,472,1302,42541,419,7873,213,5405,0,0,33787,881,0
1806O Downtown Core Cordon-University-Dundas-Jarvis-Front (Outbound),East/North/South,25,22505,124360,19884,25821,1699,581,1390,98539,341,9388,202,8290,0,0,62556,26595,0
1856I GO Rail (Inbound),East/North/West,9,0,3942,0,0,0,0,267,3942,0,0,0,0,0,0,0,3942,0
1856O GO Rail (Outbound),East/North/South/West,36,0,117673,0,0,0,0,974,117673,0,0,0,0,0,0,0,117673,0
